country,iso_alpha3,whostandard,natstandard,population,pm_1998,pm_1999,pm_2000,pm_2001,pm_2002,pm_2003,pm_2004,pm_2005,pm_2006,pm_2007,pm_2008,pm_2009,pm_2010,pm_2011,pm_2012,pm_2013,pm_2014,pm_2015,pm_2016,pm_2017,pm_2018,llpp_who_1998,llpp_who_1999,llpp_who_2000,llpp_who_2001,llpp_who_2002,llpp_who_2003,llpp_who_2004,llpp_who_2005,llpp_who_2006,llpp_who_2007,llpp_who_2008,llpp_who_2009,llpp_who_2010,llpp_who_2011,llpp_who_2012,llpp_who_2013,llpp_who_2014,llpp_who_2015,llpp_who_2016,llpp_who_2017,llpp_who_2018,llpp_nat_1998,llpp_nat_1999,llpp_nat_2000,llpp_nat_2001,llpp_nat_2002,llpp_nat_2003,llpp_nat_2004,llpp_nat_2005,llpp_nat_2006,llpp_nat_2007,llpp_nat_2008,llpp_nat_2009,llpp_nat_2010,llpp_nat_2011,llpp_nat_2012,llpp_nat_2013,llpp_nat_2014,llpp_nat_2015,llpp_nat_2016,llpp_nat_2017,llpp_nat_2018
Djibouti,DJI,10,0,902239,15.48,16.18,16.809999,12.59,16.82,12.56,14.66,14.21,17.68,13.7,16.26,18.24,15.48,19.67,23.790001,17.809999,16.24,20.940001,17.620001,16.43,20.530001,.54000002,.61000001,.67000002,.25,.67000002,.25,.46000001,.41,.75,.36000001,.61000001,.81,.54000002,.94999999,1.35,.76999998,.61000001,1.0700001,.75,.63,1.03,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,10,0,74144,3.3299999,2.8299999,3.3900001,3.4100001,2,2.52,2.3299999,2.48,1.78,3.0799999,2.27,1.73,3.3299999,1.8200001,3.8499999,1.89,2.3099999,2.3,3.22,1.61,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,10,25,5810217,13.33,15.92,16.24,10.81,14.36,15.73,11.2,12.52,13.71,12.36,8.8599997,10.71,13.33,13.41,9.3100004,9.1700001,11.67,9.1199999,8.6300001,9.4300003,11.29,.34,.57999998,.61000001,.11,.43000001,.56,.14,.25,.36000001,.23999999,.0099999998,.079999998,.34,.34,.02,.029999999,.18000001,.02,.0099999998,.029999999,.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,10,15,10375646,7.5300002,6.7800002,8.8000002,6.8499999,6.4899998,7.52,5.9000001,7.52,7.1599998,7.9299998,6.8499999,7.3499999,7.5300002,5.7800002,8.1099997,6.1700001,7.2600002,8.5600004,7.1199999,6.5500002,7.02,0,0,.02,0,0,.0099999998,0,.0099999998,0,.0099999998,0,0,0,0,.0099999998,0,.0099999998,.02,0,0,.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,10,0,42327578,5.04,10.16,6.3200002,7.98,8.6099997,5.5799999,6.75,9,7.7199998,7.4699998,8.1199999,7.3099999,5.04,7.9099998,7.8499999,8.0500002,4.8499999,9.6099997,5.1999998,10.29,8.1700001,0,.090000004,0,.0099999998,.02,0,0,.02,.0099999998,.0099999998,0,0,0,0,.0099999998,.0099999998,0,.039999999,0,.090000004,.0099999998,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,10,15,16696991,14.85,11.59,11.47,11.43,12.1,11.56,12.68,12.69,11.84,13.25,12.58,13.34,14.85,13.29,13.78,13.31,13.63,14.22,14.93,13.69,13.23,.47999999,.2,.19,.18000001,.23999999,.2,.28999999,.28999999,.20999999,.33000001,.28999999,.34,.47999999,.34,.38,.34,.37,.41999999,.49000001,.38,.34,.11,.02,.029999999,.050000001,.050000001,.039999999,.07,.07,.039999999,.07,.059999999,.079999998,.11,.090000004,.090000004,.079999998,.090000004,.1,.12,.1,.059999999
Egypt,EGY,10,0,101789667,11.75,14.73,13.79,13.71,9.8199997,12.93,12.35,13.4,19.08,13.33,12.07,12.61,11.75,14.17,15.33,13.27,11.36,16.24,13.38,10.37,15.02,.19,.46000001,.37,.36000001,.039999999,.28999999,.23,.33000001,.88999999,.33000001,.2,.25999999,.19,.41,.51999998,.31999999,.15000001,.61000001,.33000001,.090000004,.49000001,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,10,0,6009777,13.64,14.6,14.75,10.09,11.73,9.5900002,9.3699999,10,14.05,11.44,12.47,13.73,13.64,13.94,16.24,13.41,12.11,15.37,12.92,14.38,15.86,.36000001,.44999999,.47,.039999999,.17,.02,.029999999,.029999999,.40000001,.14,.23999999,.37,.36000001,.38999999,.61000001,.33000001,.20999999,.52999997,.28999999,.43000001,.56999999,,,,,,,,,,,,,,,,,,,,,
Western Sahara,ESH,10,0,635779,2.8599999,3.4100001,3.9000001,2.8900001,5.3699999,3.54,4.6799998,7.5300002,1.58,5.3800001,3.8099999,4.8699999,2.8599999,2.8,4.04,3.47,2.6600001,2.8399999,2.4400001,1.3200001,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,10,25,49634985,7.48,10.74,10.16,9.6499996,10.36,8.79,8.8199997,9.1800003,8.2200003,9.5799999,7.0500002,8,7.48,9.3000002,8.2600002,7.54,5.23,7.2199998,7.6100001,7.0500002,6.7600002,.02,.16,.14,.07,.12,.050000001,.039999999,.050000001,.029999999,.07,.0099999998,.029999999,.02,.07,.029999999,.02,0,.0099999998,.02,.0099999998,.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,10,25,1234461,10.51,11.13,9.1499996,8,9.9099998,8.6499996,7.46,8.9499998,10.68,8.0299997,7.8600001,8.7200003,10.51,7.77,7.6900001,7.1599998,9.0200005,6.0500002,6.73,5.3200002,8.4200001,.1,.12,.0099999998,0,.039999999,.0099999998,0,.0099999998,.079999998,0,.0099999998,.02,.1,0,0,0,0,0,0,0,.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ETH,10,0,108433036,15.54,10.16,11.4,13.66,13.32,11.2,11.64,11.33,14.42,12.88,13.9,15.02,15.54,16.610001,17.9,16.91,14.37,17.41,15.35,14.4,16.08,.55000001,.11,.2,.37,.34,.17,.20999999,.20999999,.44999999,.31,.40000001,.5,.55000001,.64999998,.77999997,.68000001,.44,.73000002,.52999997,.44999999,.61000001,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,10,25,5514918,7.5599999,9.5600004,8.3299999,7.0599999,7.23,7.29,6.6500001,7.1300001,8.6400003,6.1599998,6.25,7.02,7.5599999,6.54,6.4099998,5.7800002,7.9099998,5.3600001,5.7600002,4.6599998,6.3099999,.0099999998,.059999999,.02,0,.0099999998,0,0,0,.029999999,0,0,0,.0099999998,0,0,0,.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,10,0,1117015,1.39,1.45,1.28,1.28,1.4299999,1.27,1.28,1.53,1.2,1.36,1.8099999,1.47,1.39,1.52,1.3200001,1.61,1.36,1.35,1.67,1.49,1.4299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,10,0,3198,.80000001,.87,.85000002,.76999998,.94,.88,.88,.94,.89999998,.87,.82999998,.89999998,.80000001,.94,1.14,.77999997,.77999997,.95999998,.79000002,.82999998,.86000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
France,FRA,10,25,65439581,12.95,16.389999,13.74,13.61,12.79,14.89,12.01,12.26,13.22,12.55,11.1,12.69,12.95,12.06,11.61,12.79,9.1800003,9.96,11.41,9.25,10.18,.34,.63,.38999999,.36000001,.31,.49000001,.25,.25,.36000001,.27000001,.2,.31,.34,.25999999,.23999999,.33000001,.090000004,.12,.20999999,.079999998,.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,FRO,10,0,51319,1.49,2.05,2.1800001,2.2,2.9300001,2.46,1.83,1.64,1.73,1.4,1.35,1.91,1.49,1.5599999,1.23,1.3,1.86,1.49,1.0700001,1.3200001,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Micronesia,FSM,10,0,90959,.81999999,.69999999,.70999998,.76999998,1.1900001,.76999998,.95999998,.76999998,1.01,.69,.60000002,1.02,.81999999,.77999997,.66000003,.82999998,.85000002,1.37,.74000001,.64999998,.74000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,10,0,2164606,21.5,19.58,22.870001,19.32,20.58,22.450001,20.139999,19.66,16.309999,17.030001,21.15,18.92,21.5,20.879999,18.5,21.16,18.299999,22.469999,25.23,19.93,21.57,1.13,.94,1.26,.91000003,1.04,1.22,.99000001,.94999999,.62,.69,1.09,.87,1.13,1.0700001,.82999998,1.09,.81,1.22,1.49,.97000003,1.13,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,10,25,65390895,10.53,15.48,14.7,11.94,13.3,17.82,11.9,12.06,11.23,11.78,12.06,10.23,10.53,10.57,9.7399998,10.22,10.13,8.1999998,10.52,9.04,9.8199997,.12,.56,.49000001,.23999999,.34999999,.76999998,.23999999,.23999999,.18000001,.20999999,.27000001,.12,.12,.16,.079999998,.13,.1,.0099999998,.13,.07,.079999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,10,0,4940569,9.8800001,14.52,13.45,11.85,12.04,10.93,11.99,10.86,13.86,11.75,13.28,12.88,9.8800001,14.34,11.68,13.36,13.95,14.42,12.14,12.83,12.72,.11,.44999999,.34999999,.22,.25,.19,.25,.16,.38999999,.22,.34,.30000001,.11,.44,.22,.34999999,.40000001,.44999999,.25,.30000001,.28999999,,,,,,,,,,,,,,,,,,,,,
Guernsey,GGY,10,0,66880,7.1599998,10.23,8.79,8.1099997,8.3800001,11.66,8.5299997,8.0900002,8.29,8.7799997,7.7800002,6.52,7.1599998,6.96,6.3000002,6.52,6.3800001,5.3499999,8.1599998,5.52,6.9099998,0,.029999999,0,0,0,.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,10,0,28698237,38.060001,29.18,40.880001,26.34,34.41,32.970001,45.110001,36.720001,29.15,38.040001,33.650002,30.42,38.060001,34.52,38.259998,25.049999,25.51,32.169998,31.57,26.379999,36.27,2.75,1.88,3.03,1.6,2.3900001,2.25,3.4400001,2.6199999,1.88,2.75,2.3199999,2,2.75,2.4000001,2.77,1.48,1.52,2.1700001,2.1099999,1.61,2.5699999,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,10,0,30110,7.8800001,10.09,8.6599998,10.16,9.8800001,8.4099998,9.6400003,8.75,9.2299995,10.15,7.6999998,8.2600002,7.8800001,9.8800001,8.9200001,7.6799998,5.1900001,8.0100002,7.7600002,8.5699997,7.0799999,0,.0099999998,0,.02,.0099999998,0,.0099999998,0,0,.0099999998,0,0,0,.0099999998,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,10,0,12181620,21.23,18.440001,17.459999,15.85,16.93,17.879999,21.860001,22.16,15.86,18.459999,17.059999,19.4,21.23,18,23.27,16.440001,19.120001,16.629999,16.76,13.4,17.629999,1.1,.82999998,.73000002,.56999999,.68000001,.76999998,1.16,1.1900001,.56999999,.82999998,.69,.92000002,1.1,.77999997,1.3,.63,.88999999,.64999998,.66000003,.33000001,.75,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,GLP,10,25,390991,3.0799999,2.3599999,3.03,2.8499999,1.83,2.01,2.2,2.21,1.67,2.6900001,2.0699999,1.59,3.0799999,1.7,3.1800001,1.52,2.26,2.0599999,2.76,1.34,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,10,0,2136200,11.48,10.92,9.7299995,8.9300003,9.1899996,9.04,8.3400002,11.34,9.1800003,10.32,10.35,12.79,11.48,9.3100004,14.7,11.1,10.77,10.72,9.2299995,8.0500002,9.3699999,.15000001,.12,.050000001,.029999999,.039999999,.050000001,.050000001,.13,.039999999,.059999999,.079999998,.27000001,.15000001,.050000001,.46000001,.11,.13,.090000004,.039999999,.02,.039999999,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,10,0,1868104,14.69,14.1,12.94,12.04,13.21,12.44,12.82,16.139999,12.77,14.31,12.81,15.68,14.69,13.25,19.24,13.29,14.61,13.2,11.87,10.12,13.46,.46000001,.40000001,.28999999,.2,.31,.23999999,.28,.60000002,.27000001,.41999999,.28,.56,.46000001,.31999999,.91000003,.31999999,.44999999,.31,.18000001,.039999999,.34,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,10,0,801171,22.84,24.690001,29.790001,22.23,23.07,24.09,24.33,22.6,16.27,21.77,23.889999,19.030001,22.84,23.190001,20.35,19.700001,19.82,25.58,29.4,24.040001,24.73,1.26,1.4400001,1.9400001,1.2,1.28,1.38,1.4,1.23,.61000001,1.15,1.36,.88999999,1.26,1.29,1.02,.94999999,.95999998,1.53,1.9,1.38,1.4400001,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,10,25,10717002,6.25,13.14,12.97,14.06,14.46,13.01,10.18,13.18,14.87,11.83,10.06,11.57,6.25,15.42,11.39,12.18,9.25,12.64,11.58,8.3800001,10.6,.0099999998,.33000001,.31999999,.40000001,.44999999,.31999999,.11,.31999999,.47999999,.20999999,.11,.19,.0099999998,.52999997,.19,.23,.1,.27000001,.19,.050000001,.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,10,0,112665,1.98,1.9400001,1.91,2.74,1.52,1.6900001,1.4,1.48,1.1,1.84,1.46,1.16,1.98,1.12,2.3199999,1.15,1.38,1.46,2.0699999,1.11,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,10,0,60670,1.24,1.52,1.4,1.37,1.51,1.5,1.5700001,1.45,1.39,1.17,1.28,1.24,1.24,1.25,1.4400001,1.39,1.5,1.22,.94,1.65,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,10,10,16876371,15.49,19.379999,25.610001,17.16,15.79,17.35,12.08,15.26,14.78,15.73,14.35,18.030001,15.49,18.540001,18.26,19.73,16.719999,19.99,17.709999,16.219999,17.059999,.54000002,.92000002,1.53,.69999999,.56999999,.72000003,.23,.51999998,.47,.56,.43000001,.79000002,.54000002,.83999997,.81,.94999999,.66000003,.98000002,.75999999,.61000001,.69,.54000002,.92000002,1.53,.69999999,.56999999,.72000003,.23,.51999998,.47,.56,.43000001,.79000002,.54000002,.83999997,.81,.94999999,.66000003,.98000002,.75999999,.61000001,.69
French Guiana,GUF,10,0,296063,8.1800003,12.48,13.23,9.8400002,8.0299997,7.3899999,7.2600002,8.0699997,8.75,9.79,9.2600002,6.9099998,8.1800003,4.6599998,11.87,4.98,5.2600002,6.8200002,7.7199998,5.3299999,8.75,0,.23999999,.31999999,.029999999,0,0,0,0,0,.0099999998,0,0,0,0,.18000001,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,10,12,168147,1.47,1,1.58,1.77,2.3,1.6900001,2.9400001,1.53,2.3599999,1.22,1.13,1.73,1.47,1.23,1.36,2.1199999,1.64,3.8599999,1.4299999,1.1900001,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,10,0,723031,8.2399998,12.29,10.76,8.3299999,6.0599999,7.8800001,7.71,7.3499999,7.79,9.2200003,9.0299997,6.1199999,8.2399998,5.6300001,9.7600002,5.1599998,5.4400001,6.4400001,8.1300001,4.9299998,5.9099998,0,.25999999,.13,.02,0,0,0,0,0,.0099999998,.0099999998,0,0,0,.039999999,0,0,0,.02,0,0,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,10,0,9137290,10.51,13.31,14.83,11.63,11.55,13.08,8.1700001,12.06,9.6700001,11.44,11.24,13.15,10.51,14.25,12.91,14.76,13.22,15.52,12.44,10.41,11.74,.1,.34999999,.47999999,.18000001,.18000001,.31,0,.20999999,.079999998,.16,.15000001,.31999999,.1,.41999999,.30000001,.47999999,.31999999,.55000001,.25999999,.1,.19,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,10,25,4250602,14.46,21.780001,18.02,16.1,19.41,18.26,13.9,19.15,18.9,14.89,13.04,16.83,14.46,18.15,15.31,16.049999,12.22,16.73,13.99,12.87,14.87,.44999999,1.15,.79000002,.60000002,.92000002,.81,.40000001,.89999998,.87,.47999999,.31,.67000002,.44999999,.80000001,.51999998,.58999997,.23999999,.66000003,.38999999,.28999999,.47999999,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,10,0,10953307,7.4499998,6.9899998,9.3400002,7.3600001,6.9299998,8.3299999,6.3400002,7.9000001,7.8499999,8.6800003,8.2399998,8.3599997,7.4499998,6.2600002,8.5699997,7.46,8.1300001,9.4200001,6.6300001,6.8299999,8.3400002,0,0,.039999999,0,0,.0099999998,0,.0099999998,.0099999998,.02,.02,.02,0,0,.029999999,0,.0099999998,.039999999,0,0,.0099999998,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,10,25,9801747,20.299999,26.17,22.59,20.41,23.040001,21.65,17.67,21.08,21.530001,16.780001,14.05,18.67,20.299999,20.889999,17.709999,16.780001,14.44,18,15,14.81,14.41,1.01,1.58,1.23,1.02,1.28,1.14,.75,1.09,1.13,.66000003,.40000001,.85000002,1.01,1.0700001,.75999999,.66000003,.44,.77999997,.49000001,.47,.43000001,0,.17,.02,0,.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,10,0,262712875,32.07,37.330002,34.360001,34.18,30.76,26.110001,29.370001,28.16,32.490002,28.040001,28.870001,27.23,32.07,30.85,30.74,28.700001,31.809999,37.75,36,32.150002,30.290001,2.22,2.72,2.4400001,2.4200001,2.0599999,1.63,1.9299999,1.83,2.24,1.8,1.9,1.72,2.22,2.0699999,2.0599999,1.87,2.1600001,2.74,2.5899999,2.21,2.02,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,10,0,89967,5.4000001,7.6199999,6.7600002,5.6599998,7.0700002,9.8299999,5.73,5.9099998,5.5799999,6.6300001,4.6900001,4.5500002,5.4000001,4.8099999,4.7600002,4.1500001,4.8000002,4.4299998,4.8899999,3.96,5.0300002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
India,IND,10,40,1311540857,61.279999,47.459999,50.98,53.389999,56.16,54.93,55.93,50.900002,51.130001,54.98,60.400002,63.540001,61.279999,69.160004,75.589996,70.68,68.059998,66.559998,74.849998,68.550003,74.639999,5.0300002,3.6700001,4.02,4.25,4.52,4.4000001,4.5,4.0100002,4.0300002,4.4099998,4.9400001,5.25,5.0300002,5.8000002,6.4299998,5.9499998,5.6900001,5.54,6.3600001,5.7399998,6.3299999,2.25,1.28,1.55,1.62,1.9,1.8099999,1.88,1.37,1.38,1.73,2.1700001,2.4300001,2.25,2.9400001,3.55,3.1199999,2.8099999,2.7,3.47,2.8399999,3.4200001
Ireland,IRL,10,25,5120739,5.4000001,6.77,5.9400001,6.02,6.3699999,9.75,4.96,6.02,5.8200002,6.6500001,4.9499998,4.77,5.4000001,4.3699999,4.79,4.1999998,4.5,4.2399998,5,3.8499999,4.4099998,0,0,0,0,0,.059999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
